profile_id,sub_profile_type,service_ids_json,seniorCareCaregiverProfile_approvalStatus,seniorCareCaregiverProfile_availabilityFrequency,seniorCareCaregiverProfile_bio_experienceSummary,seniorCareCaregiverProfile_bio_title,seniorCareCaregiverProfile_bio_flags_json,seniorCareCaregiverProfile_id,seniorCareCaregiverProfile_otherQualities_json,seniorCareCaregiverProfile_payRange_hourlyRateFrom,seniorCareCaregiverProfile_payRange_hourlyRateTo,seniorCareCaregiverProfile_payRange_flags_json,seniorCareCaregiverProfile_qualities_flags_json,seniorCareCaregiverProfile_recurringRate_hourlyRateFrom,seniorCareCaregiverProfile_recurringRate_hourlyRateTo,seniorCareCaregiverProfile_recurringRate_flags_json,seniorCareCaregiverProfile_supportedServices_flags_json,seniorCareCaregiverProfile_yearsOfExperience,seniorCareCaregiverProfile_payRange,seniorCareCaregiverProfile_recurringRate
19334d34-e526-4fb2-82db-ff0eba50adfb,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,FULL_TIME,"im a humbled, respectful and non violence person, who treats all people with outmost compassion.

I'd describe my personality as humble, respectful, self-driven

I like caring for seniors because just knowing that the seniors are the one who made this present day the way we see it, and will one day be like them and would want to be treated well

I started caring for seniors when when I was young taking care of ma grandparents,

In my spare time, I like to watch movies, travel read informative material 

One thing you should know about me is that im humble

My skills include personal care, compassion, meal preparation",,[],35676605,[],"{'amount': '26', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],[],"{'currencyCode': 'USD', 'amount': '26', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""mobilityAssistance"", ""mealPreparation"", ""lightHousekeeping"", ""homeHealth"", ""feeding"", ""companionship"", ""bathing""]",3.0,,
193de7f8-b7f8-4beb-8795-5d465940b09f,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,"I have 10 years of experience. I can help with Personal Care, Meal Preparation, Errands, and everyday DLS. I am liable, honest, and caring. I enjoy being a caring for others and would do my best to make everything comfortable as possible. If you are interested references would be available at your request. Thank You",,[],29812347,[],"{'amount': '18', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""certifiedNursingAssistant"", ""cprTrained"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '18', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""personalCare"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""dementia"", ""bathing""]",10.0,,
195295d9-01b8-42af-ae43-3065f9cd120c,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,FULL_TIME,"In my spare time, I like to hang out with my son or my mom sometime just reading a novel are watching action movie. 

One thing you should know about me is I'm a good companion and very active",,[],33689344,[],"{'amount': '29', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '29', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""certifiedNursingAssistant"", ""doesNotSmoke"", ""ownTransportation""]","{'currencyCode': 'USD', 'amount': '29', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '29', '__typename': 'Money'}",[],"[""transportation"", ""medicalManagement"", ""lightHousekeeping"", ""homeHealth"", ""helpStayingPhysicallyActive"", ""errands"", ""companionship"", ""bathing""]",12.0,,
195befd5-50cd-4985-af6b-6ad4c97c6472,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,"I see old people as a real people, and have so much respect for the wisdom that comes with their age. I want to help them enjoy their latter days with ease and contentness. I've also worked as a kid disability counselor, so I know the demands of helping people with extra needs, and feel confident in my ability to do so.",,[],34503227,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '21', '__typename': 'Money'}",[],"[""mealPreparation"", ""lightHousekeeping"", ""errands"", ""dementia"", ""bathing""]",0.0,,
19843cb4-da2d-4a69-831d-a5d6fafd9bd5,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,Compassionate caregiver who knows how to keep a level head during emergencies. Able to provide a number of services to patients to make them feel comfortable and safe at all times. Possess certification in first aid techniques as well as CPR. Excel at exemplifying proper bedside manner. Specialization in looking after elderly patients.,,[],29158823,[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '27', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""dementia"", ""bathing""]",0.0,,
199fc734-43da-4b78-a9a3-76089535e767,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,"Hello, my name is Tamar. I am certified HHA and have been practicing for over 7 years. My patient care experience includes: bathing, dressing, grooming, meal preparation, grocery shopping, medicine management, doctor appointments, light housekeeping and companionship. 
please contact me for further questions.",,[],27715995,[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""homeHealthAideExperience""]","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}",[],"[""visitingPhysician"", ""visitingNurse"", ""respiteCare"", ""personalCare"", ""medicalManagement"", ""homeModification"", ""homeHealth"", ""bathing""]",7.0,,
19ad5a57-613e-4b12-8da6-ed7d538f3dc8,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"Taking a break from the professional world right now and looking for housesitting, petsitting, and care opportunities in NYC (especially UWS). I am very creative, clean, respectful, caring, kind, musical, and extremely responsible.",,[],36172484,[],"{'amount': '8', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets""]","{'currencyCode': 'USD', 'amount': '8', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}",[],"[""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""dementia""]",0.0,,
1a152e5a-418a-4ee7-aa0e-ba35ba8381c3,seniorCareCaregiverProfile,"[""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,Hi I'm Anna and I'm a dedicated senior companion with experience in providing emotional support and companionship to seniors living alone or in assisted living facilities. Skilled in organizing social outings and activities to promote well-being.,,[],34487211,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke"", ""hospiceExperience""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""transportation"", ""respiteCare"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""hospiceServices"", ""errands"", ""dementia"", ""bathing""]",3.0,,
1a1bb11b-c1e0-4e02-a87d-4b12de15b8ab,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,FULL_TIME,Hello! I'm very patience. I like cooking. I can help preparing meals. I'm very energetic. If you like we could go to the park. I can help with your medications.,,[],31968813,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '26', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '26', '__typename': 'Money'}",[],"[""medicalManagement"", ""mealPreparation"", ""bathing""]",0.0,,
1a335743-03e8-4391-b844-982fd8475109,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"* daily personal care such as bathing, toileting and grooming 
* Prepare food accordingly to diet plans, feed patients, perform light housekeeping, do laundry, gricery shopping, and run errands. 
*Ensure patients adhere to care plans and exercise regimen

* Transport patients to and from medical appointments",,[],32304507,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""doesNotSmoke"", ""woundCare""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '35', '__typename': 'Money'}",[],"[""transportation"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""bathing""]",1.0,,
1a3464c3-9359-4a72-9c59-abba80cf722e,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"A general small summary of my experience with assisting in personal needs or other tasks, I can say my patience, skills, knowledge and ability to communicate and understand a person has allowed me to be a natural when it comes to coping with different circumstances. 



If you have any particular questions I'd be glad to answer.",,[],36137422,[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '31', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '27', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '31', '__typename': 'Money'}",[],"[""mealPreparation"", ""lightHousekeeping"", ""errands"", ""bathing""]",0.0,,
1a3c6b4c-15ac-4e35-aece-2f22d9875207,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"At this time, I don't currently have any professional experience providing care for senior citizens. I would be comfortable providing services that fall into the categories of domestic duties, companionship, and travel assistance.",,[],22071591,[],"{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke"", ""ownTransportation""]","{'currencyCode': 'USD', 'amount': '35', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""visitingPhysician"", ""medicalTransportation"", ""homeModification""]",0.0,,
1a4bcb22-3838-40f4-a6a1-c540d73197b6,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,"One thing you should know about me is I'm the best of the best care

My skills include about 8 years. I can cooking, light cleaning. I can take care very well. I'm member of American Caregiver Association and also have a HHA",,[],36159795,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""certifiedNursingAssistant""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""bathing""]",6.0,,
1a59332f-1206-45d6-aa4d-f97eeeb84416,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"I am here to truly make a positive difference with my dedication and professionalism in the comfort of the patient home or facility as a caregiver. I am here to help and support the patient loved ones with daily tasks and a peace of mind. I enjoy working with elderly families and helping others . I am reliable, patience, compassionate and have empathy. I have a reliable transportation. Meal preparation, light housekeeping, shopping, doctor visit /errands, assist with personal care. I am the caregiver you are looking for.",,[],34706360,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""transportation"", ""respiteCare"", ""mealPreparation"", ""lightHousekeeping"", ""hospiceServices"", ""errands"", ""dementia"", ""bathing""]",9.0,,
1a6c197d-74e0-41f9-becb-e4c4f3a7b093,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,I am currently a home attendant When taking care of patients I shall follow a plan or care or I do whatever the patients are comfortable with . I like to try and make the patient as happy as I can,,[],35378417,[],"{'amount': '18', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience""]","{'currencyCode': 'USD', 'amount': '18', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}",[],"[""respiteCare"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""dementia"", ""bathing""]",1.0,,
1aa0e63f-75a9-47a9-b4d4-21973d3b80e7,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I'd describe my personality as warm kind and engaging 

I like caring for seniors because it is giving back to those who have nurtured me and helped me to grow. I cared for both my parents extensively and it was done from my heart and is a strong and emotional memory. 

I started caring for seniors when my mother first got Alzheimer's. We lived one mile from my parents. And we turned our lives and schedules around to include my parents always.

One thing you should know about me is my parents taught me unconditional love above all. That loving conditionally isn't real love. 

When my parents aged they need my love more than ever. As my mother faded we had her for dinner a few nights a week. My daughter would put make up on her a number of times a week. And Sunday was always grandma and grandpa day 

My skills include engaging in conversation that makes them feel important 

Making sure they are safe when walking or transferring from one spot to the next.",,[],34594411,[],"{'amount': '15', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '23', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '15', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '23', '__typename': 'Money'}",[],"[""transportation"", ""respiteCare"", ""mealPreparation"", ""lightHousekeeping"", ""homeModification"", ""errands"", ""dementia"", ""bathing""]",3.0,,
1aa1886c-3051-476d-aee5-3c67e3803690,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"My name is Jainaba. I am 22 years old and currently in school to become a Registered Nurse. I'm trustworthy, compassionate and reliable. I am able to do laundry, homework help, cook and clean. I will carefully plan out each and make sure all duties are completed on time.",,[],34923064,[],"{'amount': '21', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets""]","{'currencyCode': 'USD', 'amount': '21', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '24', '__typename': 'Money'}",[],"[""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""errands"", ""bathing""]",1.0,,
1ac43247-892f-437c-a41b-41ae1f60a94f,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,I'm very hard working person I'm always willing and ready to learn new things I'm also very good at what I do taking care of the elders for over 10 years!,,[],31202880,[],"{'amount': '24', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '37', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '24', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '37', '__typename': 'Money'}",[],"[""liveInHomeCare"", ""dementia""]",10.0,,
1adde2a1-065d-46fc-83c8-2eed8180be34,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"I have 7+ years of experience in elderly care, while working as a private caregiver/ home health aide in Manhattan, NY.

I've also been certified as a pediatric nurse since 2022 in my hometown - Kingston, Jamaica, so I have a lot of training in handling emergency situations. I am happy to follow the guidelines of the parents or family members as it relates to communication and updates, and I look forward to providing my services to assist you in providing great care for your loved ones in any way that I can!",,[],35104152,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}",[],"[""transportation"", ""respiteCare"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""errands""]",7.0,,
1ae6e70e-ba62-4bc2-934a-97c72dc8d708,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,I had experience in taken care of old couple from one family in manhattan . Her feet is not stable and can't walk well. So I help with her taking to bathroom and putting her into bed . And help to give her medicine that she asked . And take her outside .,,[],8452341,[],"{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""certifiedNursingAssistant"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '40', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '40', '__typename': 'Money'}",[],"[""bathing""]",1.0,,
1aebe9ef-e322-4f65-8ae9-168db98b3e52,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"With over 10 years of experience in healthcare, my journey began with four years of volunteering in an emergency room during high school, followed by working as a certified nursing assistant at a skilled nursing facility in Florida. I later became a Registered Nurse, earning my Bachelor of Science in Nursing and gaining diverse experience in various critical care settings across New York hospitals. I have also been involved in several educational committees, where I contributed to improving patient care standards. I am passionate about providing personalized, compassionate care and bring a warm and friendly energy to every environment. I am now excited to transition into private duty nursing care, where I can continue to make a meaningful difference in the lives of your loved ones. 

As an experienced nurse, I can accompany your loved one to doctor's appointments, assist with medication administration, and advocate for their needs as if they were my own family.",,[],35377381,[],"{'amount': '45', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke"", ""hospiceExperience"", ""registeredNurse""]","{'currencyCode': 'USD', 'amount': '45', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""respiteCare"", ""medicalManagement"", ""hospiceServices"", ""dementia"", ""bathing""]",8.0,,
1aeff694-ee1d-4b53-b8d5-3b2f6ca5e871,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"As a senior caregiver, my experience has been deeply fulfilling and transformative. I provide compassionate support to elderly clients, assisting with daily tasks such as personal care, meal preparation, and medication reminders, while also offering companionship and emotional encouragement. I've learned to adapt to each individual's unique needs, building trusting relationships that create a sense of comfort and security. This role has taught me patience, empathy, and the importance of treating everyone with dignity and respect. Being a caregiver is more than just a job, it's a meaningful way to make a positive impact on someone's life.",,[],35889028,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience"", ""ownTransportation""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '25', '__typename': 'Money'}",[],"[""respiteCare"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""hospiceServices"", ""dementia"", ""bathing""]",2.0,,
1af22527-0271-49a9-bc4b-e3c6c9a68f5d,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"I have gained significant experience in senior care over the past 5 years, working in various capacities that have honed my skills in providing compassionate and effective support. Here are the key aspects of my experience:
I have been responsible for helping seniors with daily living activities, ensuring they maintain their dignity and comfort. This includes:
Assisting with bathing, grooming, and dressing while respecting their privacy and preferences.
Aiding seniors in transferring from beds to chairs, walking, and using mobility aids, which ensures their safety and enc",,[],35796616,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '50', '__typename': 'Money'}",[],"[""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""errands"", ""bathing""]",0.0,,
1b0a0980-1da4-4d15-a6f1-9c0c35eea3d9,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,I'm certified cna but just expired. I forgot to renew them. I have personal experience of my parents. And 8 years of clients' experience. I'm happy to help you take care of your loved ones in need.,,[],34105934,[],"{'amount': '15', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience""]","{'currencyCode': 'USD', 'amount': '15', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '19', '__typename': 'Money'}",[],"[""transportation"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""bathing""]",9.0,,
1b47f3fe-361a-48d6-a8be-0b4149b3a361,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"IT is in my best interest to be apart of a rapidly growing company which offers continuous opportunities for an excellent career development position. I work to improve , enrich and respect the lives of individuals with developmental, physical, and mental disabilities. I am determined to create an environment that fosters the growth and assistance of residents with their personal living and daily care activities in their home and community , providing direct supervision to individuals.",,[],35158762,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '22', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""certifiedNursingAssistant"", ""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '22', '__typename': 'Money'}",[],"[""transportation"", ""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands"", ""dementia""]",10.0,,
1b49f3f2-46e3-4f2f-bce7-61df38fbd956,seniorCareCaregiverProfile,"[""SENIOR_CARE""]",APPROVED,PART_TIME,"I enjoy working with the elderly, I love to help them and simply being there as a companion. I am willing to provide housekeeping services as well. I know what it's like to have elderly grandparents and parents and I know at a certain point in their life they require the need to have someone around with great compassion but still
Be able to have their independence. Over the past 2 years I have worked with clients in hospice and at the moment I work on the weekends with an elderly couple where the husband is a dimentia case and the wife simply needs help with day to day chores and she is in her 90's",,[],34061151,[],"{'amount': '26', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '26', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience""]","{'currencyCode': 'USD', 'amount': '26', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '26', '__typename': 'Money'}",[],"[""personalCare"", ""mobilityAssistance"", ""mealPreparation"", ""lightHousekeeping"", ""hospiceServices"", ""feeding"", ""errands"", ""dementia"", ""companionship"", ""bathing""]",3.0,,
1b6dd08c-b61f-46dc-9dfb-085468d1835d,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"I provide personal care to the elderly & disabled 
CPR certification/PCA upon request.

I'm flexible, energetic & compassionate.. I have a soft spot for the elderly and love what I do for a living.",,[],35595859,[],"{'amount': '19', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '23', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke"", ""homeHealthAideExperience"", ""hospiceExperience""]","{'currencyCode': 'USD', 'amount': '19', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '23', '__typename': 'Money'}",[],"[""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""liveInHomeCare"", ""hospiceServices"", ""errands"", ""dementia"", ""bathing""]",0.0,,
1b7af0f7-d015-4748-bc44-4d67ed15da0d,seniorCareCaregiverProfile,"[""HOUSEKEEPING"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"comunucative, hardworking, kind

I like this job

chance

2 years ago 

reading, walking,, cooking

I like to be honest

cooking, drawing, dancing",,[],35993307,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""doesNotSmoke"", ""homeHealthAideExperience""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}",[],"[""mealPreparation"", ""lightHousekeeping"", ""homeHealth"", ""bathing""]",2.0,,
1b7b830f-6513-4206-a6ab-cf2d3ce1a4e2,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"Hi! My name is Talia and I am living in Manhattan! I am going to be pursuing a doctoral degree in psychology next year and am interested in senior care. I am warm, friendly, punctual, and patient.",,[],34110302,[],"{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '20', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '30', '__typename': 'Money'}",[],"[""medicalManagement"", ""mealPreparation"", ""lightHousekeeping"", ""errands""]",1.0,,
1b97bc50-2637-44ef-b5ce-0dfa30df48c2,seniorCareCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE""]",APPROVED,PART_TIME,"I have taken care of my 78-year-old Grandfather, taking him to the bathroom and bathing him. Feeding him and traveling with him on vacations and hospital visits.",,[],35942965,[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}",[],"[""alzheimersOrDementiaExperience"", ""comfortableWithPets"", ""doesNotSmoke""]","{'currencyCode': 'USD', 'amount': '17', '__typename': 'Money'}","{'currencyCode': 'USD', 'amount': '28', '__typename': 'Money'}",[],"[""medicalManagement"", ""lightHousekeeping"", ""dementia""]",0.0,,
