profile_id,sub_profile_type,service_ids_json,tutoringCaregiverProfile_approvalStatus,tutoringCaregiverProfile_availabilityFrequency,tutoringCaregiverProfile_bio_experienceSummary,tutoringCaregiverProfile_bio_title,tutoringCaregiverProfile_bio_flags_json,tutoringCaregiverProfile_id,tutoringCaregiverProfile_otherGeneralSubjects_json,tutoringCaregiverProfile_otherQualities_json,tutoringCaregiverProfile_payRange_hourlyRateFrom,tutoringCaregiverProfile_payRange_hourlyRateTo,tutoringCaregiverProfile_payRange_flags_json,tutoringCaregiverProfile_qualities_additionalDetails,tutoringCaregiverProfile_qualities_professionalSkills,tutoringCaregiverProfile_qualities_flags_json,tutoringCaregiverProfile_supportedServices_flags_json,tutoringCaregiverProfile_specificSubjects_json,tutoringCaregiverProfile_otherSpecificSubject,tutoringCaregiverProfile_yearsOfExperience
4a8dc9aa-cda4-423c-900a-d74af296e66a,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,Hello It's Eylul! I am a Turkish teacher. I am excited to teach you or your child a new language. I have been giving Turkish supplementary lessons since I started university.,,[],35657386,"[""Foreign Language""]",[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': True, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,4
4a964f25-def2-4e9b-a503-a1f377b49ce1,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hi! I am Duke University graduate where I received my degree in mechanical engineering. I was the first person in my school to get in and self-taught for my SAT. I have 5+years experience working in tech / finance while also modeling and doing content creation. I am multi-skilled, multi-passionate that loves to teach and help young people learn!",,[],35106335,"[""Math"", ""Test Prep"", ""Art"", ""Sports And Fitness""]",[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': False, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,1
4afae8cd-c797-41a2-88ae-cb19976cc483,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hi! I am a LSW, working as a psychotherapist in Garfield, NJ. I work with children who exhibit anxiety, depression, and need help with self esteem. I take virtual appointments and in person",,[],36181099,[],[],"{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '33', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsOnline""]",[],Social Skills / Communication,4
4b0eb04b-5760-45f0-b032-b65fec828b8f,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"College student looking to help elementary/middle school students better themselves in math! 
Hi, I'm Elizabeth Ann and I'm a nursing major at Caldwell University! This past summer, I recently started to tutor in the subject of math. I know common core math can be tricky (even to parents/older siblings) because of the way it's expressed. I'm willing to take to the time to make sure that your daughter/son will fully understand and grasp the lesson!",,[],24972889,[],[],"{'amount': '22', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': True, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],[],[],,1
4b8799f7-f175-4650-9286-89e0f6a45eb6,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I am a recent college graduate and current elementary/middle school art teacher. While I specialize in the arts, I am also proficient in ELA and would be willing to help with any of your tutoring needs! I am available everyday after 4:30 p.m. and would be more than happy to guide your student towards success!",,[],34183413,"[""English"", ""Art""]",[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': True, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome""]",[],,2
4bbef553-07e5-422f-8296-f2655a2b05ac,tutoringCaregiverProfile,"[""CHILD_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hi. My name is Odesha . I am a medical student with a passion for education and would be the perfect candidate for a tutoring position. My medical background has strengthened my ability to explain complex concepts simply, and I believe this skill can help children better understand academic topics. I also bring qualities such as patience, empathy, and effective communication, which are vital for creating a positive learning environment.

I have prior experience working as a Math and Biochemistry tutor for Pennsylvania State University so I know I can contribute to your child's academic growth.",,[],36245130,"[""Math"", ""Science""]",[],"{'amount': '26', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': False, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,3
4bd6ee85-601c-4538-ae77-0e485ec8bb33,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I am a senior at High School. I am going to College next year. I maintain a 3. 8 GPA, and am able to tutor in French, E. L. A, Math, and Social Studies. I speak fluent French and will provide a comfortable and patient learning environment for your child. I also teach swimming at the childcare program and have worked with kids of all ages and learning styles.",,[],20959911,"[""English"", ""Foreign Language"", ""Math"", ""Sports And Fitness""]",[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome""]","[""MATH_SUBJECT_ALGEBRA"", ""MATH_SUBJECT_ELEMENTARY_SCHOOL_MATH"", ""MATH_SUBJECT_GEOMETRY"", ""MATH_SUBJECT_MIDDLE_SCHOOL_MATH"", ""ENGLISH_SUBJECT_GRAMMAR"", ""ENGLISH_SUBJECT_LANGUAGE_ARTS_K6"", ""ENGLISH_SUBJECT_LITERATURE"", ""ENGLISH_SUBJECT_READING"", ""ENGLISH_SUBJECT_WRITING"", ""FOREIGN_LANGUAGE_SUBJECT_FRENCH"", ""SPORTS_FITNESS_SUBJECT_SWIMMING""]",,0
4c95d8ba-1546-4fbb-a76e-46caf9fe0b56,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I'm an experienced former teacher/tutor passionate about helping students of all ages reach their goals. I've worked with elementary school students, focusing on skills such as reading, writing, and math, and creating engaging, age-appropriate lessons to spark curiosity and excitement. For high school students, I've provided support in subjects like English and history, emphasizing critical thinking and effective study strategies. I have experience teaching and training adults, tailoring lessons to their unique learning styles and goals, whether for career advancement, language acquisition, or personal growth.

I believe in fostering a motivating environment where students feel confident to ask questions and tackle challenges. My approach combines patience, adaptability, and enthusiasm to create personalized learning plans that make complex topics enjoyable. With a focus on building skills and self-assurance, I'm committed to helping learners of all ages achieve their full potential!",,[],34394976,"[""English"", ""Foreign Language"", ""Math"", ""Science"", ""Test Prep""]",[],"{'amount': '14', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsOnline""]",[],,5
4cc3d5cb-546a-4e3b-83cd-3208925d146d,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I am a NYS certified special education teacher. I work in a public school and have been there for 9 years. I teach math, ELA and social studies. I can tutor in these subjects up to 8th grade. 

Additionally if your child has special needs, I am able to support them in accessing the curriculum and understanding the content by differentiating the tasks.

I was a nanny for 10+ years and have been teaching for 9 years.",,[],35231723,"[""English"", ""Math"", ""Special Education""]",[],"{'amount': '36', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '50', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': True, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,0
4ce913ae-62a5-4906-9330-570a96e9f889,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I am a former head teacher for students ages 3-4 years old with disabilities. Throughout my teenage years and young adulthood, I have worked as a tutor, teacher , swimming coach, nanny and general help for running errands for local families with children 3-16 years of age. I am looking forward to answering any questions and meeting you and your family to see if I will be a great fit!",,[],34204730,"[""English"", ""Math"", ""Science"", ""Special Education"", ""Art"", ""Sports And Fitness""]",[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': True, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsOnline""]",[],,0
4cf3c509-9e55-4a57-afe8-2cce33a7d68c,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"I'd describe my personality as empathetic, happy and meticulous 

I like tutoring because after years of school, I thought it a beautiful way to give back to students who aren't confident in certain subjects, because I do know how stressful that can be! 

I'm looking for a job that is respectful, open to different approaches and has a happy environment.

I started tutoring when I was 15 years old doing Honors Math in High School.
I'm now 37 and my experience has grown extensively.

In my spare time, I like to officiate weddings, create and dance.

One thing you should know about me is that I'm very personable and open to different teaching methods. I just want to make them happy.

My skills include breaking down math equations, creating an interest in reading, and molding students into being a better writer.",,[],34704748,"[""English"", ""Math""]",[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '29', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': True, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': True, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsOnline""]",[],,10
4d78f307-bd96-41e9-8cf6-903eb75d8c78,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"As a dedicated French teacher in a Manhattan school, I offer personalized after-school tutoring to help students strengthen their language skills and achieve academic success. I can also help with English and math.",,[],35269945,"[""English"", ""Foreign Language"", ""Math"", ""Musical Instruments"", ""Music And Drama""]",[],"{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '45', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,0
4d7b3a2a-08e5-4de7-9437-d36007275055,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,I have my substitute teaching license for the state of Iowa. During my first year of undergraduate school I tutored through America Reads America Counts and helped a fourth grade student with reading and math. My other experience with students includes summer camp counseling.,,[],34403179,"[""English"", ""Math""]",[],"{'amount': '22', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': False, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,0
4d92de8e-80dd-473e-b3fa-bb0b44513530,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"Graduate student at hunter college for educational psychology, looking to help children meet their educational goals. Dance, English, and math are my specialties.",,[],34608940,"[""English"", ""Foreign Language"", ""Math"", ""Dance"", ""Musical Instruments""]",[],"{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '35', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome""]",[],,0
4d978643-cec2-4398-b22f-261fe8ae2718,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hi! My name is Tami! I am a fun, creative and friendly. I have just begun back at art school after a hiatus! I completed three years at Pratt Institute and am just heading back to finish my degree in Art Ed. Most recently I worked at an after-school art program at a Charter School in Brooklyn working with 6th and 7th graders. I will be doing so again in the fall. In addition to that, I have worked as a teacher in different summer art programs out in the Hamptons. I currently attend continuing ed art classes at SVA to better my knowledge of drawing. I'm super creative and have been a makeup artist for 17 years doing everything from weddings, photo shoots, runway, celebs and of course plenty of Halloween looks (my fav!) I hope to hear from you soon and look forward to working with your kids!!!!",,[],24927783,[],[],"{'amount': '25', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],[],[],,5
4dfd0dd5-8179-4065-8a92-c9c15dbf57bc,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"I have my Bachelors and Masters Degree in vocal performance, and have teaching experience at the collegiate level. I also teach voice students starting at age 14, and beginner piano students from age 5 to 10.",,[],18343343,"[""Musical Instruments"", ""Music And Drama""]",[],"{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '40', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome""]","[""MUSIC_DRAMA_SUBJECT_SINGING"", ""MUSICAL_INSTRUMENTS_SUBJECT_PIANO""]",,4
4e1d5a34-a696-47c2-ba12-81068cb1d514,tutoringCaregiverProfile,"[""HOUSEKEEPING"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hi there! My name is Raven and I'm a part-time teacher full-time cat lover. I am a Fulbright Scholar and NYU grad with 3 years of experience. I can help with Math, English, Science and Test Prep.",,[],33764151,"[""English"", ""Foreign Language"", ""Math"", ""Science"", ""Special Education"", ""Test Prep"", ""Sports And Fitness""]",[],"{'amount': '15', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': True, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': True, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]","[""MATH_SUBJECT_ALGEBRA"", ""MATH_SUBJECT_ELEMENTARY_SCHOOL_MATH"", ""MATH_SUBJECT_GEOMETRY"", ""MATH_SUBJECT_MIDDLE_SCHOOL_MATH"", ""MATH_SUBJECT_HIGH_SCHOOL_MATH"", ""ENGLISH_SUBJECT_ESL"", ""ENGLISH_SUBJECT_GRAMMAR"", ""ENGLISH_SUBJECT_LANGUAGE_ARTS_K6"", ""ENGLISH_SUBJECT_LITERATURE"", ""ENGLISH_SUBJECT_READING"", ""ENGLISH_SUBJECT_WRITING"", ""SCIENCE_SUBJECT_EARTH_SCIENCE"", ""SCIENCE_SUBJECT_ELEMENTARY_SCIENCE"", ""SCIENCE_SUBJECT_LIFE_SCIENCE"", ""SCIENCE_SUBJECT_MIDDLE_SCHOOL"", ""SCIENCE_SUBJECT_PSYCHOLOGY"", ""FOREIGN_LANGUAGE_SUBJECT_SPANISH"", ""SPORTS_FITNESS_SUBJECT_SOCCER"", ""SPECIAL_EDUCATION_SUBJECT_EMOTIONAL_BEHAVIOR"", ""TEST_PREP_SUBJECT_ACT"", ""TEST_PREP_SUBJECT_GED"", ""TEST_PREP_SUBJECT_PSAT_TEST"", ""TEST_PREP_SUBJECT_SAT_MATH"", ""TEST_PREP_SUBJECT_SAT_VERBAL"", ""TEST_PREP_SUBJECT_TOEFL""]",,3
4e244c8d-c27e-43dd-b80a-0c38f177631a,tutoringCaregiverProfile,"[""CHILD_CARE"", ""HOUSEKEEPING"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"Hey there! I have had 2 years of experience being able to help students from any age starting from Pre-K- 12th Grade. I am good at the following subjects:
- Foreign Language ( Spanish/English) 
- English Literature/Language(ELA)
- Spanish Literature/Language
- Science; Physics, Chemistry, Earth and Space(etc)
- Math; Multiplication, Pre-Calc, Basic Math, Geometry, Algebra 1 & 2
I can also help with advance classes such as (Honors, AP, or Dual Enrollment) I am good at giving advice for college if needed or as a mentor. I am open to commuting and can start ASAP!


Was wondering to know if the position was still open?",,[],36209606,"[""Business"", ""English"", ""Foreign Language"", ""Math"", ""Test Prep"", ""Art"", ""Sports And Fitness""]",[],"{'amount': '17', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '33', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': True, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,0
4e37a0d8-7bfe-49ac-b375-55d68ff449e7,tutoringCaregiverProfile,"[""CHILD_CARE"", ""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"I am an Early Childhood Elementary education teacher. I tutor all subjects pre-k-4th. I am available to come to your home, work in my apartment or work online. I love kids and helping them succeed and excel in school; while making sure their self esteem continues to grow!",,[],35751804,"[""English"", ""Math"", ""Special Education""]",[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '61', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome"", ""tutorsOnline""]",[],,10
4e406df5-81c0-4a9b-a13f-eacc4ec74758,tutoringCaregiverProfile,"[""PET_CARE"", ""SENIOR_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I wish to meet students who are truly interested in Chinese and Chinese culture. I hope our classes will not be limited to home or online. Learning a language requires all-round, immersive learning, brave expression and true understanding.",,[],35410755,"[""Foreign Language"", ""Sports And Fitness""]",[],"{'amount': '28', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '33', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': False, 'isComfortableWithPets': False, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome"", ""tutorsInTeachersHome"", ""tutorsOnline""]",[],,1
4e6f73c9-6609-446b-9b10-cf985bcaa0e4,tutoringCaregiverProfile,"[""HOUSEKEEPING"", ""PET_CARE"", ""TUTORING""]",APPROVED,PART_TIME,"I'm naturally efficient, attentive, extremely tidy in my own space. Skills such as time management and assignment completion are never things I've had to work hard to learn. I consider myself a well-rounded individual, as my artistic eye paired with empathy and self / social awareness create a perfect balance for professional duties. 
I'm looking for any kind of general cleaning job, I also have lifelong experience caring for small dogs, and consider myself a great tutor in my areas of expertise- namely math, English, and art. 
I also have intermediate to professional proficiency in Spanish. 
Thank you for considering me to care for your home!",,[],35280350,"[""English"", ""Math"", ""Art""]",[],"{'amount': '27', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '32', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': True, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInCenter"", ""tutorsInStudentsHome"", ""tutorsOnline""]",[],,2
4f24f896-bbde-4d66-99f2-5d983943ac3b,tutoringCaregiverProfile,"[""CHILD_CARE"", ""TUTORING""]",APPROVED,FULL_TIME,"K- 5 ELA test prep/ remote learning space/Daycare. 
In elementary school, language arts classes focus on basic reading, writing, and linguistic/communication skills. I am offering a one on one tutoring service that will give your child a chance to succeed in upcoming standardized tests.
This experience includes; 
-Unique student support for k-5 students & ALL learners
- Academic Subjects/Content, including STEM 
- Reading and Writing Comprehension
- Executive Function & Organizational Skills Coaching 
- Universal Design for Learning (UDL) 
- Expertise for Students with Attentional & Learning Differences 
- Project-Based Learning, Portfolios & Multidisciplinary approaches 
- Homeschooling 
-Afterschool reading rockets book club 
- Study Skills, Test Prep, and more! 
Mission:
I am an experienced educational director that has been running and designing educational programs for the Department of Youth and Child Development for the past 8 years.",,[],27934297,"[""Computers"", ""English"", ""Math"", ""Test Prep"", ""Art"", ""Dance"", ""Music And Drama"", ""Sports And Fitness""]","[""CPR First aid certified""]","{'amount': '20', 'currencyCode': 'USD', '__typename': 'Money'}","{'amount': '30', 'currencyCode': 'USD', '__typename': 'Money'}",[],"{'doesNotSmoke': True, 'isComfortableWithPets': False, 'ownsTransportation': False, '__typename': 'TutoringAdditionalDetailsQualities'}","{'americanTutoringAssociationCertified': False, 'certifiedTeacher': False, '__typename': 'TutoringProfessionalSkillsQualities'}",[],"[""tutorsInStudentsHome"", ""tutorsInTeachersHome""]","[""MATH_SUBJECT_ELEMENTARY_SCHOOL_MATH"", ""MATH_SUBJECT_MIDDLE_SCHOOL_MATH"", ""ENGLISH_SUBJECT_ESL"", ""ENGLISH_SUBJECT_GRAMMAR"", ""ENGLISH_SUBJECT_LANGUAGE_ARTS_K6"", ""ENGLISH_SUBJECT_LITERATURE"", ""ENGLISH_SUBJECT_READING"", ""ENGLISH_SUBJECT_WRITING"", ""COMPUTERS_SUBJECT_COMPUTER_BASICS"", ""COMPUTERS_SUBJECT_MICROSOFT_ACCESS"", ""COMPUTERS_SUBJECT_BASIC"", ""COMPUTERS_SUBJECT_MICROSOFT_EXCEL"", ""COMPUTERS_SUBJECT_MACINTOSH"", ""COMPUTERS_SUBJECT_MICROSOFT_WORD"", ""COMPUTERS_SUBJECT_MICROSOFT_OFFICE"", ""COMPUTERS_SUBJECT_MICROSOFT_WINDOWS"", ""COMPUTERS_SUBJECT_OUTLOOK"", ""COMPUTERS_SUBJECT_MICROSOFT_POWERPOINT"", ""COMPUTERS_SUBJECT_WINDOWS"", ""COMPUTERS_SUBJECT_PHOTOSHOP"", ""COMPUTERS_SUBJECT_JAVASCRIPT"", ""COMPUTERS_SUBJECT_IOS_APP_DEVELOPMENT"", ""COMPUTERS_SUBJECT_ANDROID_APP_DEVELOPMENT"", ""ART_SUBJECT_ART_HISTORY"", ""ART_SUBJECT_PHOTOGRAPHY"", ""MUSIC_DRAMA_SUBJECT_DRAMA_THEATER"", ""MUSIC_DRAMA_SUBJECT_GENERAL_MUSIC"", ""DANCE_SUBJECT_BALLET"", ""DANCE_SUBJECT_HIP_HOP"", ""SPORTS_FITNESS_SUBJECT_BASKETBALL"", ""SPORTS_FITNESS_SUBJECT_GYMNASTICS"", ""SPORTS_FITNESS_SUBJECT_PERSONAL_TRAINING"", ""SPORTS_FITNESS_SUBJECT_TRACK_AND_FIELD"", ""TEST_PREP_SUBJECT_3RD_GRADE_SOL"", ""TEST_PREP_SUBJECT_5TH_GRADE_SOL"", ""TEST_PREP_SUBJECT_ELEMENTARY_STANDARD_TESTING"", ""TEST_PREP_SUBJECT_MIDDLE_SCHOOL_SOL""]",,5
