job_evaluation_criterion_pk,solicitation_id,criterion_name,criterion_stars
465,646bf6c6436c64001ba48bbd,Organização,5.0
466,646bf6c6436c64001ba48bbd,Pontualidade,5.0
467,646bf6c6436c64001ba48bbd,Disciplina e educação,5.0
468,640b7b2010a040001b1b043a,Qualidade da limpeza,5.0
469,640b7b2010a040001b1b043a,Conduta Ética,5.0
470,640b7b2010a040001b1b043a,Organização,5.0
471,640b7b2010a040001b1b043a,Pontualidade,5.0
472,640b7b2010a040001b1b043a,Disciplina e educação,5.0
473,6409034285ffd4001baa7a59,Qualidade da limpeza,5.0
474,6409034285ffd4001baa7a59,Conduta Ética,5.0
475,6409034285ffd4001baa7a59,Organização,5.0
476,6409034285ffd4001baa7a59,Pontualidade,5.0
477,6409034285ffd4001baa7a59,Disciplina e educação,5.0
478,64060c6238d302001bbab0c3,Qualidade da limpeza,5.0
479,64060c6238d302001bbab0c3,Conduta Ética,5.0
480,64060c6238d302001bbab0c3,Organização,5.0
481,64060c6238d302001bbab0c3,Pontualidade,5.0
482,64060c6238d302001bbab0c3,Disciplina e educação,5.0
483,63cffc73a64673001df265a9,Qualidade da limpeza,5.0
484,63cffc73a64673001df265a9,Conduta Ética,5.0
485,63cffc73a64673001df265a9,Organização,5.0
486,63cffc73a64673001df265a9,Pontualidade,5.0
487,63cffc73a64673001df265a9,Disciplina e educação,5.0
488,63a573646eff6a001d440854,Qualidade da limpeza,5.0
489,63a573646eff6a001d440854,Conduta Ética,5.0
490,63a573646eff6a001d440854,Organização,5.0
491,63a573646eff6a001d440854,Pontualidade,5.0
492,63a573646eff6a001d440854,Disciplina e educação,5.0
493,637559d64049fd001d70610b,Qualidade da limpeza,5.0
494,637559d64049fd001d70610b,Conduta Ética,5.0
495,637559d64049fd001d70610b,Organização,5.0
496,637559d64049fd001d70610b,Pontualidade,5.0
497,637559d64049fd001d70610b,Disciplina e educação,5.0
498,630929639cc3ee001dbbf3c4,Qualidade da limpeza,5.0
499,630929639cc3ee001dbbf3c4,Conduta Ética,5.0
500,630929639cc3ee001dbbf3c4,Organização,5.0
501,630929639cc3ee001dbbf3c4,Pontualidade,5.0
502,630929639cc3ee001dbbf3c4,Disciplina e educação,5.0
503,61033ee3b14b85001c30b3ba,Qualidade da limpeza,5.0
504,61033ee3b14b85001c30b3ba,Conduta Ética,5.0
505,61033ee3b14b85001c30b3ba,Organização,5.0
506,61033ee3b14b85001c30b3ba,Pontualidade,5.0
507,61033ee3b14b85001c30b3ba,Disciplina e educação,5.0
508,664b5d6ff6b450001c36be90,Qualidade da limpeza,1.0
509,664b5d6ff6b450001c36be90,Conduta Ética,1.0
510,664b5d6ff6b450001c36be90,Organização,1.0
511,664b5d6ff6b450001c36be90,Pontualidade,1.0
512,664b5d6ff6b450001c36be90,Disciplina e educação,1.0
513,63a0ca73639683001def7e10,Respeito e educação,5.0
514,63a0ca73639683001def7e10,Valorização,5.0
515,63a0ca73639683001def7e10,Não atrapalhou no serviço,5.0
516,63a0ca73639683001def7e10,Na casa tinha produtos,5.0
517,63a0ca73639683001def7e10,Conduta ética,5.0
518,63668395848650001d1214e9,Qualidade da limpeza,1.0
519,63668395848650001d1214e9,Conduta Ética,1.0
520,63668395848650001d1214e9,Organização,1.0
521,63668395848650001d1214e9,Pontualidade,1.0
522,63668395848650001d1214e9,Disciplina e educação,1.0
523,6344b7fc24383d001dd196c1,Qualidade da limpeza,5.0
524,6344b7fc24383d001dd196c1,Conduta Ética,5.0
525,6344b7fc24383d001dd196c1,Organização,5.0
526,6344b7fc24383d001dd196c1,Pontualidade,5.0
527,6344b7fc24383d001dd196c1,Disciplina e educação,5.0
528,63077b7684c664001dd81b1d,Qualidade da limpeza,5.0
529,63077b7684c664001dd81b1d,Conduta Ética,5.0
530,63077b7684c664001dd81b1d,Organização,5.0
531,63077b7684c664001dd81b1d,Pontualidade,5.0
532,63077b7684c664001dd81b1d,Disciplina e educação,5.0
533,615cc2b14bc25a5862949bc7,Qualidade da limpeza,5.0
534,615cc2b14bc25a5862949bc7,Conduta Ética,5.0
535,615cc2b14bc25a5862949bc7,Organização,5.0
536,615cc2b14bc25a5862949bc7,Pontualidade,5.0
537,615cc2b14bc25a5862949bc7,Disciplina e educação,5.0
538,61487232646beb001d7e85e3,Qualidade da limpeza,5.0
539,61487232646beb001d7e85e3,Conduta Ética,5.0
540,61487232646beb001d7e85e3,Organização,5.0
541,61487232646beb001d7e85e3,Disciplina e educação,5.0
542,64da45be23cc52001b86be9e,Qualidade da limpeza,5.0
543,64da45be23cc52001b86be9e,Conduta Ética,5.0
544,64da45be23cc52001b86be9e,Organização,5.0
545,64da45be23cc52001b86be9e,Pontualidade,5.0
546,64da45be23cc52001b86be9e,Disciplina e educação,5.0
547,614b436f7ccaea001d1569d6,Qualidade da limpeza,5.0
548,614b436f7ccaea001d1569d6,Conduta Ética,5.0
549,614b436f7ccaea001d1569d6,Organização,5.0
550,614b436f7ccaea001d1569d6,Pontualidade,5.0
551,614b436f7ccaea001d1569d6,Disciplina e educação,5.0
552,6009da92bf15ab001eedc8f7,Qualidade da limpeza,5.0
553,6009da92bf15ab001eedc8f7,Conduta Ética,5.0
554,6009da92bf15ab001eedc8f7,Organização,5.0
555,6009da92bf15ab001eedc8f7,Pontualidade,5.0
556,6009da92bf15ab001eedc8f7,Disciplina e educação,5.0
557,6467c059b7ce98001bd78a4f,Qualidade da limpeza,1.0
558,6467c059b7ce98001bd78a4f,Conduta Ética,2.0
559,6467c059b7ce98001bd78a4f,Organização,4.0
560,6467c059b7ce98001bd78a4f,Pontualidade,1.0
561,6467c059b7ce98001bd78a4f,Disciplina e educação,2.0
562,62b532e50c425c001dfa1205,Qualidade da limpeza,5.0
563,62b532e50c425c001dfa1205,Conduta Ética,5.0
564,62b532e50c425c001dfa1205,Organização,5.0
565,62b532e50c425c001dfa1205,Pontualidade,3.0
566,62b532e50c425c001dfa1205,Disciplina e educação,4.0
567,611a72e357fdb2001d8902e8,Qualidade da limpeza,5.0
568,611a72e357fdb2001d8902e8,Conduta Ética,5.0
569,611a72e357fdb2001d8902e8,Organização,5.0
570,611a72e357fdb2001d8902e8,Pontualidade,5.0
571,611a72e357fdb2001d8902e8,Disciplina e educação,5.0
572,612576b4f63f1f001d8efecd,Respeito e educação,5.0
573,612576b4f63f1f001d8efecd,Valorização,5.0
574,612576b4f63f1f001d8efecd,Não atrapalhou no serviço,5.0
575,612576b4f63f1f001d8efecd,Na casa tinha produtos,5.0
576,612576b4f63f1f001d8efecd,Conduta ética,5.0
577,60d0bb29f32896001c10a6cc,Qualidade da limpeza,5.0
578,60d0bb29f32896001c10a6cc,Conduta Ética,5.0
579,60d0bb29f32896001c10a6cc,Organização,5.0
580,60d0bb29f32896001c10a6cc,Pontualidade,5.0
581,60d0bb29f32896001c10a6cc,Disciplina e educação,5.0
582,66816ddd558b42001c8dd797,Qualidade da limpeza,5.0
583,66816ddd558b42001c8dd797,Conduta Ética,5.0
584,66816ddd558b42001c8dd797,Organização,5.0
585,66816ddd558b42001c8dd797,Pontualidade,5.0
586,66816ddd558b42001c8dd797,Disciplina e educação,5.0
587,5fcbabc17a8975001ef4279f,Qualidade da limpeza,5.0
588,5fcbabc17a8975001ef4279f,Conduta Ética,5.0
589,5fcbabc17a8975001ef4279f,Organização,5.0
590,5fcbabc17a8975001ef4279f,Pontualidade,5.0
591,5fcbabc17a8975001ef4279f,Disciplina e educação,5.0
592,62e06b047d7cd9001d2ef224,Qualidade da limpeza,5.0
593,62e06b047d7cd9001d2ef224,Conduta Ética,5.0
594,62e06b047d7cd9001d2ef224,Organização,5.0
595,62e06b047d7cd9001d2ef224,Pontualidade,5.0
596,62e06b047d7cd9001d2ef224,Disciplina e educação,4.0
597,603661c9978bf6001eb1a057,Qualidade da limpeza,5.0
598,603661c9978bf6001eb1a057,Conduta Ética,5.0
599,603661c9978bf6001eb1a057,Organização,5.0
600,603661c9978bf6001eb1a057,Pontualidade,5.0
601,603661c9978bf6001eb1a057,Disciplina e educação,5.0
602,60d0dabf0c4ce9001cbb0445,Qualidade da limpeza,5.0
603,60d0dabf0c4ce9001cbb0445,Conduta Ética,5.0
604,60d0dabf0c4ce9001cbb0445,Organização,5.0
605,60d0dabf0c4ce9001cbb0445,Pontualidade,5.0
606,60d0dabf0c4ce9001cbb0445,Disciplina e educação,5.0
607,60ba398d6876ca001c0c816c,Qualidade da limpeza,5.0
608,60ba398d6876ca001c0c816c,Conduta Ética,5.0
609,60ba398d6876ca001c0c816c,Organização,5.0
610,60ba398d6876ca001c0c816c,Pontualidade,5.0
611,60ba398d6876ca001c0c816c,Disciplina e educação,5.0
612,6116b02dd83cf8001d3b53a6,Qualidade da limpeza,5.0
613,6116b02dd83cf8001d3b53a6,Conduta Ética,5.0
614,6116b02dd83cf8001d3b53a6,Organização,5.0
615,6116b02dd83cf8001d3b53a6,Pontualidade,5.0
616,6116b02dd83cf8001d3b53a6,Disciplina e educação,5.0
617,606e573949e137001ce21faa,Qualidade da limpeza,5.0
618,606e573949e137001ce21faa,Conduta Ética,5.0
619,606e573949e137001ce21faa,Organização,5.0
620,606e573949e137001ce21faa,Pontualidade,5.0
621,606e573949e137001ce21faa,Disciplina e educação,5.0
622,66e835cde48820001cdcb1d2,Qualidade da limpeza,5.0
623,66e835cde48820001cdcb1d2,Conduta Ética,5.0
624,66e835cde48820001cdcb1d2,Organização,5.0
625,66e835cde48820001cdcb1d2,Pontualidade,5.0
626,66e835cde48820001cdcb1d2,Disciplina e educação,5.0
627,664373f87933b9001cf70806,Qualidade da limpeza,5.0
628,664373f87933b9001cf70806,Conduta Ética,5.0
629,664373f87933b9001cf70806,Organização,5.0
630,664373f87933b9001cf70806,Pontualidade,5.0
631,664373f87933b9001cf70806,Disciplina e educação,5.0
632,658da94087ae01949985a953,Qualidade da limpeza,5.0
633,658da94087ae01949985a953,Conduta Ética,5.0
634,658da94087ae01949985a953,Organização,5.0
635,658da94087ae01949985a953,Pontualidade,5.0
636,658da94087ae01949985a953,Disciplina e educação,5.0
637,6567166dcb1908002219667b,Qualidade da limpeza,5.0
638,6567166dcb1908002219667b,Conduta Ética,5.0
639,6567166dcb1908002219667b,Organização,5.0
640,6567166dcb1908002219667b,Pontualidade,5.0
641,6567166dcb1908002219667b,Disciplina e educação,5.0
642,654c089f8c41fdd079066182,Qualidade da limpeza,5.0
643,654c089f8c41fdd079066182,Conduta Ética,5.0
644,654c089f8c41fdd079066182,Organização,5.0
645,654c089f8c41fdd079066182,Pontualidade,5.0
646,654c089f8c41fdd079066182,Disciplina e educação,5.0
647,653e82f73313386d906ad70a,Qualidade da limpeza,5.0
648,653e82f73313386d906ad70a,Conduta Ética,5.0
649,653e82f73313386d906ad70a,Organização,5.0
650,653e82f73313386d906ad70a,Pontualidade,5.0
651,653e82f73313386d906ad70a,Disciplina e educação,5.0
652,652d78571ae8fe2fb859cf91,Qualidade da limpeza,5.0
653,652d78571ae8fe2fb859cf91,Conduta Ética,5.0
654,652d78571ae8fe2fb859cf91,Organização,5.0
655,652d78571ae8fe2fb859cf91,Pontualidade,5.0
656,652d78571ae8fe2fb859cf91,Disciplina e educação,5.0
657,652d254e1ae8fe2fb854a46b,Qualidade da limpeza,5.0
658,652d254e1ae8fe2fb854a46b,Conduta Ética,5.0
659,652d254e1ae8fe2fb854a46b,Organização,5.0
660,652d254e1ae8fe2fb854a46b,Pontualidade,5.0
661,652d254e1ae8fe2fb854a46b,Disciplina e educação,5.0
662,61781e6769c173001d004e2c,Qualidade da limpeza,1.0
663,61781e6769c173001d004e2c,Conduta Ética,3.0
664,61781e6769c173001d004e2c,Organização,1.0
665,61781e6769c173001d004e2c,Pontualidade,5.0
666,61781e6769c173001d004e2c,Disciplina e educação,1.0
667,651705afde7c9b001b00032b,Qualidade da limpeza,5.0
668,651705afde7c9b001b00032b,Conduta Ética,5.0
669,651705afde7c9b001b00032b,Organização,5.0
670,651705afde7c9b001b00032b,Pontualidade,5.0
671,651705afde7c9b001b00032b,Disciplina e educação,5.0
672,640ee9cd34d08a001bf238c4,Qualidade da limpeza,5.0
673,640ee9cd34d08a001bf238c4,Conduta Ética,5.0
674,640ee9cd34d08a001bf238c4,Organização,5.0
675,640ee9cd34d08a001bf238c4,Pontualidade,4.0
676,640ee9cd34d08a001bf238c4,Disciplina e educação,5.0
677,61682c2b23b5b4001dd08c7b,Qualidade da limpeza,5.0
678,61682c2b23b5b4001dd08c7b,Conduta Ética,5.0
679,61682c2b23b5b4001dd08c7b,Organização,5.0
680,61682c2b23b5b4001dd08c7b,Pontualidade,5.0
681,61682c2b23b5b4001dd08c7b,Disciplina e educação,5.0
682,6627e88c069a78001c52d08c,Qualidade da limpeza,5.0
683,6627e88c069a78001c52d08c,Conduta Ética,5.0
684,6627e88c069a78001c52d08c,Organização,5.0
685,6627e88c069a78001c52d08c,Pontualidade,5.0
686,6627e88c069a78001c52d08c,Disciplina e educação,5.0
687,65a41647f68b410022aa0da1,Qualidade da limpeza,5.0
688,65a41647f68b410022aa0da1,Conduta Ética,5.0
689,65a41647f68b410022aa0da1,Organização,5.0
690,65a41647f68b410022aa0da1,Pontualidade,5.0
691,65a41647f68b410022aa0da1,Disciplina e educação,5.0
692,613097676c3fa0001d9fb888,Qualidade da limpeza,5.0
693,613097676c3fa0001d9fb888,Conduta Ética,5.0
694,613097676c3fa0001d9fb888,Organização,5.0
695,613097676c3fa0001d9fb888,Pontualidade,5.0
696,613097676c3fa0001d9fb888,Disciplina e educação,5.0
697,60b394a43a4875001c508345,Qualidade da limpeza,5.0
698,60b394a43a4875001c508345,Conduta Ética,5.0
699,60b394a43a4875001c508345,Organização,5.0
700,60b394a43a4875001c508345,Pontualidade,5.0
701,60b394a43a4875001c508345,Disciplina e educação,5.0
702,62ffb4e944fdb1001d7f23bc,Qualidade da limpeza,5.0
703,62ffb4e944fdb1001d7f23bc,Conduta Ética,5.0
704,62ffb4e944fdb1001d7f23bc,Organização,5.0
705,62ffb4e944fdb1001d7f23bc,Pontualidade,5.0
706,62ffb4e944fdb1001d7f23bc,Disciplina e educação,5.0
707,61d5df7d232bbc001d908231,Qualidade da limpeza,5.0
708,61d5df7d232bbc001d908231,Conduta Ética,5.0
709,61d5df7d232bbc001d908231,Organização,5.0
710,61d5df7d232bbc001d908231,Pontualidade,5.0
711,61d5df7d232bbc001d908231,Disciplina e educação,5.0
712,61d4b38324c626046ccae0d3,Qualidade da limpeza,5.0
713,61d4b38324c626046ccae0d3,Conduta Ética,5.0
714,61d4b38324c626046ccae0d3,Organização,5.0
715,61d4b38324c626046ccae0d3,Pontualidade,5.0
716,61d4b38324c626046ccae0d3,Disciplina e educação,5.0
717,66318518c49e85001c20dc6c,Qualidade da limpeza,5.0
718,66318518c49e85001c20dc6c,Conduta Ética,5.0
719,66318518c49e85001c20dc6c,Organização,5.0
720,66318518c49e85001c20dc6c,Pontualidade,5.0
721,66318518c49e85001c20dc6c,Disciplina e educação,5.0
722,64369c4b45842a001b3ffe55,Qualidade da limpeza,5.0
723,64369c4b45842a001b3ffe55,Conduta Ética,5.0
724,64369c4b45842a001b3ffe55,Organização,5.0
725,64369c4b45842a001b3ffe55,Pontualidade,5.0
726,64369c4b45842a001b3ffe55,Disciplina e educação,5.0
727,634170013a2115001d759bae,Qualidade da limpeza,5.0
728,634170013a2115001d759bae,Conduta Ética,5.0
729,634170013a2115001d759bae,Organização,5.0
730,634170013a2115001d759bae,Pontualidade,5.0
731,634170013a2115001d759bae,Disciplina e educação,5.0
732,603fe110954073001c7efde2,Qualidade da limpeza,5.0
733,603fe110954073001c7efde2,Conduta Ética,5.0
734,603fe110954073001c7efde2,Organização,5.0
735,603fe110954073001c7efde2,Pontualidade,5.0
736,603fe110954073001c7efde2,Disciplina e educação,5.0
737,614a749134e483001d383edf,Qualidade da limpeza,5.0
738,614a749134e483001d383edf,Conduta Ética,5.0
739,614a749134e483001d383edf,Organização,5.0
740,614a749134e483001d383edf,Pontualidade,5.0
741,614a749134e483001d383edf,Disciplina e educação,5.0
742,613237d1b13bcd001db8de0c,Qualidade da limpeza,5.0
743,613237d1b13bcd001db8de0c,Conduta Ética,5.0
744,613237d1b13bcd001db8de0c,Organização,5.0
745,613237d1b13bcd001db8de0c,Pontualidade,5.0
746,613237d1b13bcd001db8de0c,Disciplina e educação,5.0
747,62aa44b15ca295001da58fbc,Qualidade da limpeza,5.0
748,62aa44b15ca295001da58fbc,Conduta Ética,5.0
749,62aa44b15ca295001da58fbc,Organização,5.0
750,62aa44b15ca295001da58fbc,Pontualidade,5.0
751,62aa44b15ca295001da58fbc,Disciplina e educação,5.0
752,60f90fd8afee4f001c5d3000,Qualidade da limpeza,5.0
753,60f90fd8afee4f001c5d3000,Conduta Ética,5.0
754,60f90fd8afee4f001c5d3000,Organização,5.0
755,60f90fd8afee4f001c5d3000,Pontualidade,5.0
756,60f90fd8afee4f001c5d3000,Disciplina e educação,5.0
757,61e2e4ea5f70bb001d4bc214,Qualidade da limpeza,5.0
758,61e2e4ea5f70bb001d4bc214,Conduta Ética,5.0
759,61e2e4ea5f70bb001d4bc214,Organização,5.0
760,61e2e4ea5f70bb001d4bc214,Pontualidade,5.0
761,61e2e4ea5f70bb001d4bc214,Disciplina e educação,5.0
762,6189555a5e7afa5d4d9ba67b,Qualidade da limpeza,5.0
763,6189555a5e7afa5d4d9ba67b,Conduta Ética,5.0
764,6189555a5e7afa5d4d9ba67b,Organização,5.0
765,6189555a5e7afa5d4d9ba67b,Pontualidade,5.0
766,6189555a5e7afa5d4d9ba67b,Disciplina e educação,5.0
767,61869c081d7df322a021c74b,Conduta Ética,5.0
768,61869c081d7df322a021c74b,Organização,5.0
769,61869c081d7df322a021c74b,Pontualidade,5.0
770,61869c081d7df322a021c74b,Disciplina e educação,5.0
771,6115d2fdd83cf8001d3b5313,Qualidade da limpeza,5.0
772,6115d2fdd83cf8001d3b5313,Conduta Ética,5.0
773,6115d2fdd83cf8001d3b5313,Organização,4.0
774,6115d2fdd83cf8001d3b5313,Pontualidade,5.0
775,6115d2fdd83cf8001d3b5313,Disciplina e educação,4.0
776,61009a1caf0faf001ccd63a5,Qualidade da limpeza,4.0
777,61009a1caf0faf001ccd63a5,Conduta Ética,4.0
778,61009a1caf0faf001ccd63a5,Organização,4.0
779,61009a1caf0faf001ccd63a5,Pontualidade,4.0
780,61009a1caf0faf001ccd63a5,Disciplina e educação,4.0
781,6304355a7a3ca0001da20352,Respeito e educação,5.0
782,6304355a7a3ca0001da20352,Valorização,5.0
783,6304355a7a3ca0001da20352,Não atrapalhou no serviço,5.0
784,6304355a7a3ca0001da20352,Na casa tinha produtos,5.0
785,6304355a7a3ca0001da20352,Conduta ética,5.0
786,620acd2fdb089c01d8748da1,Qualidade da limpeza,5.0
787,620acd2fdb089c01d8748da1,Conduta Ética,5.0
788,620acd2fdb089c01d8748da1,Organização,5.0
789,620acd2fdb089c01d8748da1,Pontualidade,5.0
790,620acd2fdb089c01d8748da1,Disciplina e educação,5.0
791,64f26d1026cb1556f33485a8,Qualidade da limpeza,5.0
792,64f26d1026cb1556f33485a8,Conduta Ética,5.0
793,64f26d1026cb1556f33485a8,Organização,5.0
794,64f26d1026cb1556f33485a8,Pontualidade,5.0
795,64f26d1026cb1556f33485a8,Disciplina e educação,5.0
796,63010a45b72749001d68e112,Qualidade da limpeza,5.0
797,63010a45b72749001d68e112,Conduta Ética,5.0
798,63010a45b72749001d68e112,Organização,5.0
799,63010a45b72749001d68e112,Pontualidade,5.0
800,63010a45b72749001d68e112,Disciplina e educação,5.0
801,62f1b9d54bbc52033e7738aa,Respeito e educação,5.0
802,62f1b9d54bbc52033e7738aa,Valorização,5.0
803,62f1b9d54bbc52033e7738aa,Não atrapalhou no serviço,5.0
804,62f1b9d54bbc52033e7738aa,Na casa tinha produtos,5.0
805,62f1b9d54bbc52033e7738aa,Conduta ética,5.0
806,60df1a5d1d66f90243e6687c,Qualidade da limpeza,5.0
807,60df1a5d1d66f90243e6687c,Conduta Ética,5.0
808,60df1a5d1d66f90243e6687c,Organização,5.0
809,60df1a5d1d66f90243e6687c,Pontualidade,4.0
810,60df1a5d1d66f90243e6687c,Disciplina e educação,5.0
811,6681eaec3fa55e001c65c0e6,Qualidade da limpeza,5.0
812,6681eaec3fa55e001c65c0e6,Conduta Ética,5.0
813,6681eaec3fa55e001c65c0e6,Organização,5.0
814,6681eaec3fa55e001c65c0e6,Pontualidade,5.0
815,6681eaec3fa55e001c65c0e6,Disciplina e educação,5.0
816,6620498172c8bb675a263abc,Qualidade da limpeza,5.0
817,6620498172c8bb675a263abc,Conduta Ética,5.0
818,6620498172c8bb675a263abc,Organização,5.0
819,6620498172c8bb675a263abc,Pontualidade,5.0
820,6620498172c8bb675a263abc,Disciplina e educação,5.0
821,60b54468a8731c001c6fc262,Qualidade da limpeza,5.0
822,60b54468a8731c001c6fc262,Organização,5.0
823,60b54468a8731c001c6fc262,Pontualidade,5.0
824,60b54468a8731c001c6fc262,Disciplina e educação,5.0
825,60b53ba6a8731c001c6fc255,Qualidade da limpeza,5.0
826,60b53ba6a8731c001c6fc255,Conduta Ética,5.0
827,60b53ba6a8731c001c6fc255,Organização,5.0
828,60b53ba6a8731c001c6fc255,Pontualidade,5.0
829,60b53ba6a8731c001c6fc255,Disciplina e educação,5.0
830,60b5383ca8731c001c6fc24a,Qualidade da limpeza,5.0
831,60b5383ca8731c001c6fc24a,Conduta Ética,5.0
832,60b5383ca8731c001c6fc24a,Organização,5.0
833,60b5383ca8731c001c6fc24a,Pontualidade,5.0
834,60b5383ca8731c001c6fc24a,Disciplina e educação,5.0
835,60d9d47b629986001c199ace,Qualidade da limpeza,5.0
836,60d9d47b629986001c199ace,Conduta Ética,5.0
837,60d9d47b629986001c199ace,Organização,5.0
838,60d9d47b629986001c199ace,Pontualidade,4.0
839,60d9d47b629986001c199ace,Disciplina e educação,5.0
840,60fedd5eb57f5d001c128026,Qualidade da limpeza,5.0
841,60fedd5eb57f5d001c128026,Conduta Ética,5.0
842,60fedd5eb57f5d001c128026,Organização,5.0
843,60fedd5eb57f5d001c128026,Pontualidade,5.0
844,60fedd5eb57f5d001c128026,Disciplina e educação,5.0
845,635dc1924b3a08001dea8c88,Qualidade da limpeza,5.0
846,635dc1924b3a08001dea8c88,Conduta Ética,5.0
847,635dc1924b3a08001dea8c88,Organização,5.0
848,635dc1924b3a08001dea8c88,Pontualidade,5.0
849,635dc1924b3a08001dea8c88,Disciplina e educação,5.0
850,634ab191e39d02001d084ecb,Qualidade da limpeza,5.0
851,634ab191e39d02001d084ecb,Conduta Ética,5.0
852,634ab191e39d02001d084ecb,Organização,5.0
853,634ab191e39d02001d084ecb,Pontualidade,5.0
854,634ab191e39d02001d084ecb,Disciplina e educação,5.0
855,610e7f3ba0142e001c96288e,Qualidade da limpeza,5.0
856,610e7f3ba0142e001c96288e,Conduta Ética,5.0
857,610e7f3ba0142e001c96288e,Organização,5.0
858,610e7f3ba0142e001c96288e,Pontualidade,5.0
859,610e7f3ba0142e001c96288e,Disciplina e educação,5.0
860,669bb6a1ebf591001c05ce45,Qualidade da limpeza,5.0
861,669bb6a1ebf591001c05ce45,Conduta Ética,5.0
862,669bb6a1ebf591001c05ce45,Organização,5.0
863,669bb6a1ebf591001c05ce45,Pontualidade,5.0
864,669bb6a1ebf591001c05ce45,Disciplina e educação,5.0
865,65d8a41d830fee00237fc639,Qualidade da limpeza,5.0
866,65d8a41d830fee00237fc639,Conduta Ética,5.0
867,65d8a41d830fee00237fc639,Organização,5.0
868,65d8a41d830fee00237fc639,Pontualidade,5.0
869,65d8a41d830fee00237fc639,Disciplina e educação,5.0
870,653fb5f68230a6001b8cbfef,Qualidade da limpeza,5.0
871,653fb5f68230a6001b8cbfef,Conduta Ética,5.0
872,653fb5f68230a6001b8cbfef,Organização,5.0
873,653fb5f68230a6001b8cbfef,Pontualidade,5.0
874,653fb5f68230a6001b8cbfef,Disciplina e educação,5.0
875,639486c05f6429001dfe244a,Qualidade da limpeza,5.0
876,639486c05f6429001dfe244a,Conduta Ética,5.0
877,639486c05f6429001dfe244a,Organização,5.0
878,639486c05f6429001dfe244a,Pontualidade,5.0
879,639486c05f6429001dfe244a,Disciplina e educação,5.0
880,63948166fa54e47d2c5e816e,Qualidade da limpeza,5.0
881,63948166fa54e47d2c5e816e,Conduta Ética,5.0
882,63948166fa54e47d2c5e816e,Organização,5.0
883,63948166fa54e47d2c5e816e,Pontualidade,5.0
884,63948166fa54e47d2c5e816e,Disciplina e educação,5.0
885,60d0d9cb0c4ce9001cbb043d,Qualidade da limpeza,5.0
886,60d0d9cb0c4ce9001cbb043d,Conduta Ética,5.0
887,60d0d9cb0c4ce9001cbb043d,Organização,5.0
888,60d0d9cb0c4ce9001cbb043d,Pontualidade,5.0
889,60d0d9cb0c4ce9001cbb043d,Disciplina e educação,5.0
890,60d31d15003c73001cd20f1e,Qualidade da limpeza,5.0
891,60d31d15003c73001cd20f1e,Conduta Ética,5.0
892,60d31d15003c73001cd20f1e,Organização,5.0
893,60d31d15003c73001cd20f1e,Pontualidade,5.0
894,60d31d15003c73001cd20f1e,Disciplina e educação,5.0
895,60d30598003c73001cd20ed2,Qualidade da limpeza,5.0
896,60d30598003c73001cd20ed2,Conduta Ética,5.0
897,60d30598003c73001cd20ed2,Organização,5.0
898,60d30598003c73001cd20ed2,Pontualidade,4.0
899,60d30598003c73001cd20ed2,Disciplina e educação,5.0
900,60d2a9cf003c73001cd20e1d,Qualidade da limpeza,5.0
901,60d2a9cf003c73001cd20e1d,Conduta Ética,5.0
902,60d2a9cf003c73001cd20e1d,Organização,5.0
903,60d2a9cf003c73001cd20e1d,Pontualidade,5.0
904,60d2a9cf003c73001cd20e1d,Disciplina e educação,5.0
905,60d2a8ed003c73001cd20e0e,Qualidade da limpeza,5.0
906,60d2a8ed003c73001cd20e0e,Conduta Ética,5.0
907,60d2a8ed003c73001cd20e0e,Organização,5.0
908,60d2a8ed003c73001cd20e0e,Pontualidade,5.0
909,60d2a8ed003c73001cd20e0e,Disciplina e educação,5.0
910,60d29c15c16935001c8b582b,Qualidade da limpeza,5.0
911,60d29c15c16935001c8b582b,Conduta Ética,5.0
912,60d29c15c16935001c8b582b,Organização,5.0
913,60d29c15c16935001c8b582b,Pontualidade,5.0
914,60d29c15c16935001c8b582b,Disciplina e educação,5.0
915,60db1052a6e7fa001c1d74a2,Qualidade da limpeza,5.0
916,60db1052a6e7fa001c1d74a2,Conduta Ética,5.0
917,60db1052a6e7fa001c1d74a2,Organização,5.0
918,60db1052a6e7fa001c1d74a2,Pontualidade,5.0
919,60db1052a6e7fa001c1d74a2,Disciplina e educação,5.0
920,60db0f03a6e7fa001c1d748f,Qualidade da limpeza,5.0
921,60db0f03a6e7fa001c1d748f,Conduta Ética,5.0
922,60db0f03a6e7fa001c1d748f,Organização,5.0
923,60db0f03a6e7fa001c1d748f,Pontualidade,5.0
924,60db0f03a6e7fa001c1d748f,Disciplina e educação,5.0
925,61a3d9c5dc6d85001dde0d49,Qualidade da limpeza,5.0
926,61a3d9c5dc6d85001dde0d49,Conduta Ética,5.0
927,61a3d9c5dc6d85001dde0d49,Organização,5.0
928,61a3d9c5dc6d85001dde0d49,Pontualidade,5.0
929,61a3d9c5dc6d85001dde0d49,Disciplina e educação,5.0
930,6171f1fed8114d001d348a2a,Respeito e educação,5.0
931,6171f1fed8114d001d348a2a,Valorização,5.0
932,6171f1fed8114d001d348a2a,Não atrapalhou no serviço,5.0
933,6171f1fed8114d001d348a2a,Na casa tinha produtos,5.0
934,6171f1fed8114d001d348a2a,Conduta ética,5.0
935,65a18cc65d400dfadfa53d53,Qualidade da limpeza,5.0
